UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
6095.0,M20954,M,300.9,310.8,1402,48.1,22,0.0,No Failure,0.0,Good,0.98,Normal,0.025,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06095
6096.0,M20955,M,300.9,310.7,1452,47.3,25,0.0,No Failure,0.0,Good,1.0,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06096
6097.0,M20956,M,300.8,310.7,1483,40.8,28,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06097
6098.0,H35511,H,300.9,310.8,1477,38.4,31,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06098
6099.0,M20958,M,300.8,310.7,1924,22.4,36,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06099
6100.0,H35513,H,300.9,310.7,1609,28.7,39,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06100
6101.0,M20960,M,300.8,310.7,1886,21.1,44,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06101
6102.0,L53281,L,300.7,310.6,1616,29.6,47,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06102
6103.0,L53282,L,300.7,310.7,1442,43.2,49,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06103
6104.0,L53283,L,300.8,310.8,1407,45.1,51,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06104
6105.0,M20964,M,300.8,310.8,1461,41.3,53,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06105
6106.0,M20965,M,300.8,310.9,1522,46.2,56,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06106
6107.0,L53286,L,300.9,311.0,1432,48.1,59,0.0,No Failure,0.0,Good,0.96,Normal,0.045,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06107
6108.0,L53287,L,300.9,311.0,1438,49.0,61,0.0,No Failure,0.0,Good,0.88,Normal,0.155,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06108
6109.0,M20968,M,300.8,310.9,1678,28.1,63,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06109
6110.0,M20969,M,300.8,310.9,1514,38.7,66,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06110
6111.0,L53290,L,300.7,310.8,1534,41.3,69,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06111
6112.0,M20971,M,300.7,310.8,1486,41.2,71,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06112
6113.0,L53292,L,300.7,310.8,1925,22.0,74,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06113
6114.0,M20973,M,300.7,310.8,1724,30.0,76,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06114
6115.0,M20974,M,300.8,310.8,1549,35.5,79,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06115
6116.0,L53295,L,300.8,310.9,1457,47.7,82,0.0,No Failure,0.0,Good,0.98,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06116
6117.0,L53296,L,300.8,310.9,1453,43.9,84,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06117
6118.0,L53297,L,300.8,311.0,1578,44.4,86,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06118
6119.0,M20978,M,300.9,311.1,1325,61.4,88,0.0,No Failure,0.0,Good,0.9,Normal,0.1,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06119
6120.0,L53299,L,300.9,311.1,1471,39.3,91,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06120
6121.0,M20980,M,300.9,311.2,1472,40.0,93,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06121
6122.0,L53301,L,300.9,311.1,1457,37.4,96,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06122
6123.0,L53302,L,301.0,311.0,1402,55.3,98,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06123
6124.0,L53303,L,300.9,310.9,1477,41.5,100,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06124
6125.0,M20984,M,300.9,310.9,1727,30.1,102,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06125
6126.0,L53305,L,300.9,310.9,1995,20.2,105,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06126
6127.0,L53306,L,300.9,310.9,1370,52.5,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06127
6128.0,L53307,L,300.9,310.9,1228,66.4,109,0.0,No Failure,1.0,Defective,0.74,Normal,0.76,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06128
6129.0,L53308,L,300.9,311.0,1499,38.0,111,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06129
6130.0,M20989,M,301.0,311.0,1508,46.9,113,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06130
6131.0,L53310,L,301.0,310.9,1473,44.2,116,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06131
6132.0,H35545,H,301.0,311.0,1640,37.6,118,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06132
6133.0,L53312,L,301.1,311.1,1429,42.5,123,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06133
6134.0,L53313,L,301.1,311.1,1470,40.9,125,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06134
6135.0,L53314,L,301.0,311.0,1581,37.0,127,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06135
6136.0,L53315,L,301.0,310.9,1740,28.9,129,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06136
6137.0,H35550,H,300.9,310.8,1390,40.6,131,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06137
6138.0,M20997,M,300.9,310.8,1988,19.7,136,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06138
6139.0,M20998,M,300.8,310.7,1452,43.0,139,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06139
6140.0,L53319,L,300.8,310.7,1586,33.4,142,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06140
6141.0,L53320,L,300.8,310.7,1589,34.3,144,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06141
6142.0,L53321,L,300.8,310.8,1486,45.7,146,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06142
6143.0,L53322,L,300.9,310.9,1755,27.9,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06143
6144.0,M21003,M,301.0,310.9,1575,34.6,150,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06144
6145.0,M21004,M,301.1,311.1,1615,37.7,153,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06145
6146.0,M21005,M,301.1,311.1,1436,41.8,156,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06146
6147.0,M21006,M,301.1,311.1,1470,40.6,159,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06147
6148.0,M21007,M,301.1,311.1,2089,19.8,162,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06148
6149.0,L53328,L,301.1,311.2,1564,37.0,165,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06149
6150.0,M21009,M,301.0,311.1,1420,47.4,167,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06150
6151.0,L53330,L,301.1,311.1,1711,29.1,170,0.0,No Failure,0.0,Good,0.95,Normal,0.045,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06151
6152.0,L53331,L,301.1,311.2,1555,35.3,172,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06152
6153.0,M21012,M,301.1,311.1,1592,35.7,174,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06153
6154.0,L53333,L,301.0,311.1,1236,64.4,177,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06154
6155.0,M21014,M,301.0,310.9,1765,24.2,179,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06155
6156.0,L53335,L,301.0,311.0,1634,31.2,182,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06156
6157.0,L53336,L,301.1,311.1,1508,41.5,184,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06157
6158.0,L53337,L,301.1,311.2,1774,29.6,186,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06158
6159.0,L53338,L,301.1,311.0,1677,29.1,188,0.0,No Failure,0.0,Good,0.95,Normal,0.035,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06159
6160.0,L53339,L,301.0,311.0,1399,58.0,190,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06160
6161.0,L53340,L,301.0,310.9,1570,34.0,192,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06161
6162.0,L53341,L,301.0,310.9,1479,44.3,194,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06162
6163.0,L53342,L,301.0,310.8,1558,34.9,196,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06163
6164.0,L53343,L,300.8,310.7,1358,48.1,198,0.0,No Failure,0.0,Good,0.98,Normal,0.025,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06164
6165.0,H35578,H,300.9,310.7,1656,30.7,200,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06165
6166.0,L53345,L,300.9,310.7,1523,35.8,205,0.0,No Failure,0.0,Good,0.71,Normal,0.26,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06166
6167.0,H35580,H,300.9,310.7,1403,40.6,207,0.0,No Failure,0.0,Good,0.87,Normal,0.115,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06167
6168.0,M21027,M,300.9,310.7,1362,51.6,212,0.0,No Failure,0.0,Good,0.82,Normal,0.15,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06168
6169.0,M21028,M,300.7,310.6,1778,27.1,215,0.0,No Failure,0.0,Good,0.83,Normal,0.145,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06169
6170.0,L53349,L,300.7,310.5,1448,38.2,218,0.0,No Failure,0.0,Good,0.84,Normal,0.15,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06170
6171.0,H35584,H,300.8,310.5,1559,40.1,220,0.0,No Failure,0.0,Good,0.92,Normal,0.08,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06171
6172.0,L53351,L,300.8,310.6,1416,42.2,225,0.0,No Failure,0.0,Good,0.94,Normal,0.07,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06172
6173.0,L53352,L,300.8,310.6,1577,37.9,227,1.0,Tool Wear Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06173
6174.0,L53353,L,300.8,310.7,1633,27.8,0,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06174
6175.0,L53354,L,300.9,310.7,1573,31.2,2,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06175
6176.0,L53355,L,300.9,310.8,1517,44.3,4,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06176
6177.0,L53356,L,301.0,310.9,1515,37.3,6,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06177
6178.0,L53357,L,301.0,310.8,1527,45.3,8,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06178
6179.0,L53358,L,301.1,310.9,1282,67.9,10,1.0,Power Failure,1.0,Defective,1.0,Anomaly,1.0,High,Immediate inspection recommended,CRITICAL: Hold product and stop machine for immediate inspection,Critical,CRITICAL,Pending Human Review,,,,,CASE-06179
6180.0,M21039,M,301.1,310.9,1396,45.1,12,0.0,No Failure,0.0,Good,1.0,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06180
6181.0,L53360,L,301.0,310.9,1492,44.6,15,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06181
6182.0,L53361,L,301.0,310.8,1975,19.7,17,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06182
6183.0,L53362,L,301.0,310.8,1475,35.3,19,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06183
6184.0,H35597,H,301.0,310.9,1495,37.3,21,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06184
6185.0,L53364,L,301.0,311.0,1553,35.8,26,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06185
6186.0,L53365,L,301.1,311.0,1918,21.7,28,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06186
6187.0,M21046,M,301.1,311.0,1413,46.6,30,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06187
6188.0,L53367,L,301.0,311.0,1437,56.0,33,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06188
6189.0,L53368,L,301.0,310.9,1450,45.9,35,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06189
6190.0,M21049,M,301.0,310.9,1910,21.9,37,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06190
6191.0,L53370,L,300.9,310.9,1749,26.4,40,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06191
6192.0,H35605,H,301.0,310.9,1916,22.0,42,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06192
6193.0,L53372,L,301.0,310.9,1428,45.3,47,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06193
6194.0,L53373,L,301.0,310.9,1578,38.4,49,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06194
6195.0,L53374,L,300.9,310.8,1571,39.9,51,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06195
6196.0,L53375,L,300.9,310.8,1729,30.2,53,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06196
6197.0,L53376,L,300.9,310.8,1701,30.4,55,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06197
6198.0,L53377,L,300.9,310.8,1493,45.8,57,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06198
6199.0,M21058,M,301.0,310.9,1554,32.7,59,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06199
6200.0,L53379,L,300.9,310.9,1497,43.2,62,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06200
6201.0,L53380,L,301.0,310.9,1679,29.8,64,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06201
6202.0,M21061,M,301.0,310.9,1510,44.5,66,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06202
6203.0,L53382,L,301.0,310.9,1296,54.9,69,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06203
6204.0,L53383,L,301.0,310.9,1404,41.8,71,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06204
6205.0,M21064,M,300.9,310.8,1519,34.9,73,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06205
6206.0,M21065,M,300.9,310.7,1696,27.3,76,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06206
6207.0,M21066,M,300.8,310.6,1669,28.4,79,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06207
6208.0,L53387,L,300.7,310.6,1447,40.7,82,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06208
6209.0,M21068,M,300.7,310.6,1418,46.3,84,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06209
6210.0,L53389,L,300.7,310.6,1407,40.5,87,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06210
6211.0,L53390,L,300.8,310.5,1434,44.5,89,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06211
6212.0,L53391,L,300.8,310.6,1360,48.8,91,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06212
6213.0,L53392,L,300.8,310.6,1402,53.7,93,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06213
6214.0,L53393,L,300.9,310.6,1552,34.9,95,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06214
6215.0,L53394,L,300.9,310.7,1392,44.2,97,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06215
6216.0,L53395,L,301.1,310.8,1521,41.0,99,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06216
6217.0,L53396,L,301.1,310.8,1724,27.5,101,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06217
6218.0,M21077,M,301.0,310.7,1455,46.1,103,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06218
6219.0,H35632,H,301.0,310.6,1366,50.6,106,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06219
